ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,A443654_S.R,142,0.635754433891275,2.58995558151512,0.00180831826401447,0.0168067226890756,0.0116762494471473,1224,tags=47%, list=10%, signal=43%,IGFBP2/EDIL3/TPM1/TPM2/CDH2/BASP1/COL6A2/HTRA1/VIM/COL5A2/COL5A1/MYL9/FN1/ID2/TGFBI/PLOD2/NNMT/COL3A1/FSTL1/SERPINE1/WNT5A/PMP22/MATN2/SLIT2/ANPEP/FSTL3/APLP1/ITGAV/LAMC1/PTX3/SNTB1/DPYSL3/FERMT2/LOXL1/GADD45B/IGFBP4/SPARC/CAP2/SLC6A8/ENO2/QSOX1/DAB2/ITGA5/THBS1/DKK1/COL12A1/TAGLN/IL32/SNAI2/LOX/COL7A1/ADAM12/TIMP1/EFEMP2/FGF2/TGFBR3/SGCB/THBS2/TNFRSF11B/VCAN/PFN2/BMP1/MATN3/TGFB1/NOTCH2/LGALS1/BDNF
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,A443654_S.R,120,0.501966868807805,1.99911230984493,0.00184162062615101,0.0168067226890756,0.0116762494471473,1938,tags=33%, list=15%, signal=28%,SDC2/EFEMP1/COL5A2/COL3A1/SERPINE1/PMP22/PLCB4/MAP1B/LAMC1/ATP2B4/PRKCA/PRKAR2B/CAP2/DAB2/PEX14/AKT3/SNAI2/LPAR1/CDC42BPA/FYN/TGFBR3/PTPRM/FZD2/MTA1/DLC1/ANXA4/SFMBT1/NRP1/NOTCH2/PPARG/BDNF/SMAD7/ABCC1/SYNJ2/ATRX/RBPMS/GCNT1/TFPI/SYNE1/CDK13
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,A443654_S.R,23,0.653272108890644,1.84990933315559,0.00191204588910134,0.0168067226890756,0.0116762494471473,1180,tags=52%, list=9%, signal=47%,COL5A2/COL3A1/FSTL1/FGFR1/ITGAV/S100A4/VTN/PGLYRP1/TIMP1/VCAN/NRP1/APP
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,A443654_S.R,111,-0.391001745968069,-1.57009409592093,0.00217391304347826,0.0168067226890756,0.0116762494471473,927,tags=22%, list=7%, signal=20%,PLAT/MALL/TRIB2/TNFAIP3/HBEGF/AKAP12/TSPAN1/BMP2/SEMA3B/ITGA2/F2RL1/PLAU/ANO1/EREG/ITGBL1/KLF4/PTGS2/MPZL2/GALNT3/ADAM8/JUP/MAP7/PLEK2/LCP1
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,A443654_S.R,149,-0.476150302247046,-1.99991314810558,0.00226757369614512,0.0168067226890756,0.0116762494471473,719,tags=24%, list=6%, signal=23%,XBP1/CHPT1/GJB3/SLC27A2/MEST/KRT13/FOS/AGR2/FOXC1/SEMA3B/HOMER2/CD9/MDK/NRIP1/OPN3/PTPN6/SCNN1A/TRIM29/EMP2/KLF4/ST14/PERP/PKP3/HSPB8/MAPK13/LAMC2/BLVRB/ZFP36/KRT19/AREG/TFAP2C/SLC7A5/SFN/CDH1/ASS1/PTGES
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,A443654_S.R,159,-0.492017163543022,-2.0782684849429,0.00230414746543779,0.0168067226890756,0.0116762494471473,1980,tags=35%, list=16%, signal=30%,SLC1A4/MYC/SIAH2/TPD52L1/ELF3/SLC37A1/KRT8/CELSR1/SEC14L2/TOB1/GJA1/MYBBP1A/FDFT1/TIAM1/SLC16A1/BAG1/MED13L/ELF1/BHLHE40/MAST4/ZNF185/THSD4/KAZN/KRT15/CALB2/ISG20L2/XBP1/CHPT1/SLC27A2/SLC19A2/KRT13/FOS/FOXC1/SEMA3B/SYT12/NRIP1/TSKU/OPN3/RHOD/MREG/SCNN1A/HES1/KLF4/P2RY2/HSPB8/BLVRB/KRT19/AREG/TFAP2C/SLC7A5/AQP3/SFN/CLDN7/RAB17/LAD1/PTGES
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,A443654_S.R,180,-0.419159993421766,-1.80718052112482,0.00235294117647059,0.0168067226890756,0.0116762494471473,2493,tags=37%, list=20%, signal=30%,DDIT3/SEC61A1/BTG1/RNF19B/TCN2/RPL18/FOXO3/PROCR/LDHB/PPP1R15A/SLC3A2/CYFIP2/MDM2/CCND3/TPD52L1/PRKAB1/S100A10/RCHY1/TM7SF3/VWA5A/CASP1/ISCU/TOB1/JAG2/DCXR/BLCAP/DGKA/UPP1/RETSAT/SDC1/MXD1/GM2A/FAS/FAM162A/RB1/SERPINB5/VDR/HRAS/GPX2/NUDT15/VAMP8/WRAP73/HBEGF/EPS8L2/SLC19A2/TGFA/BMP2/FOS/CDKN1A/IFI30/RXRA/RRAD/ITGB4/ATF3/CD82/SAT1/DDIT4/KLF4/ST14/PERP/CEBPA/DEF6/SFN/TP63/IL1A/TNNI1
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,A443654_S.R,167,-0.352650005932107,-1.50072204590772,0.00469483568075117,0.0293427230046948,0.0203854707190512,2426,tags=35%, list=19%, signal=28%,BTG1/RNF19B/TNIP1/NR4A1/IRS2/NR4A3/KLF9/TNC/PPP1R15A/BIRC3/MYC/IL15RA/DUSP4/FOSL2/IFIH1/KLF6/NR4A2/IRF1/DUSP1/B4GALT5/GCH1/CXCL1/DUSP5/RIPK2/MXD1/BHLHE40/SDC4/ZC3H12A/TNFAIP8/LITAF/ATP2B1/MCL1/TNFAIP3/TRIP10/IL18/IL23A/HBEGF/BMP2/FOS/CDKN1A/ATF3/F2RL1/SAT1/FOSB/VEGFA/PLAU/EGR1/HES1/KLF4/PTGS2/KYNU/SERPINB2/F3/IFIT2/CXCL2/ZFP36/AREG/IL1A
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,A443654_S.R,22,0.597871944494621,1.67597503492466,0.009765625,0.0542534722222222,0.0376918859649123,1704,tags=45%, list=14%, signal=39%,CRMP1/NRP2/TLE1/DPYSL2/L1CAM/UNC5C/NRP1/LDB1/AMOT/RASA1
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,A443654_S.R,142,-0.348131948318019,-1.45725250123362,0.0111358574610245,0.0556792873051225,0.0386824522330325,2025,tags=27%, list=16%, signal=23%,PNP/TNFSF10/PNPT1/HELZ2/KLRK1/IL15RA/IFIH1/DDX60/CASP1/EIF4E3/PSME2/IRF1/IRF5/PSME1/GCH1/RIPK2/APOL6/UPP1/OAS2/RIPK1/PLA2G4A/IFI35/IFIT3/FAS/TNFAIP3/VAMP8/OAS3/CDKN1A/IFI30/HERC6/VAMP5/PTPN6/IL4R/PTGS2/SECTM1/MT2A/IFIT2/FCGR1A/CASP4
