"Gene","mean.CCA1","mean.CCA2","ratio","wilcox.pvalue","VIP.rf","Accuracy.rf","VIP.plsda","Accuracy.plsda","Drug"
"CD82",3.96167346605707,2.31602588094275,1.71054801185747,0.0112833336286545,11.265306122449,0.8,27.7347819667862,1,"I-BET"
"CDC27",4.342398376663,3.8469936585035,1.12877710808398,0.0112833336286545,56.1611721611722,0.8,2.94467677797519,1,"I-BET"
"FARSA",5.45055977213068,4.29876870940756,1.26793510900051,0.0112833336286545,27.2967032967033,0.8,26.2980674329762,1,"I-BET"
"SDC1",6.07395286850385,5.11731117073673,1.18694225655803,0.0112833336286545,0,0.8,6.50379710126416,1,"I-BET"
"AURKB",4.6923689757631,3.57952559557938,1.3108913040203,0.0156942952060346,34.9450549450549,0.8,22.477896901059,1,"I-BET"
"CD274",2.6471099885963,1.45778861269799,1.81583939230886,0.0156942952060346,17.1428571428571,0.8,26.1383704314525,1,"I-BET"
"CSTF2",4.61133939549886,3.35353858247417,1.37506674877637,0.0156942952060346,70.9450549450549,0.8,34.5457853024059,1,"I-BET"
"DNMT1",5.52363051490936,4.66134732741115,1.18498582639992,0.0156942952060346,70.2857142857143,0.8,16.42847657193,1,"I-BET"
"HRAS",5.75870351603282,4.17502640912692,1.37932145852871,0.0156942952060346,22.9450549450549,0.8,35.1204356824989,1,"I-BET"
"ICAM1",4.00746996862389,1.81674840141209,2.20584752710339,0.0156942952060346,22.9450549450549,0.8,54.5174106071,1,"I-BET"
"IL1B",4.82402039321692,1.91788840843829,2.51527689097671,0.0156942952060346,6.94505494505495,0.8,64.3373720582514,1,"I-BET"
"LCP1",6.90445353186218,2.86551685821598,2.40949674124785,0.0156942952060346,13.2527472527473,0.8,93.1050044617089,1,"I-BET"
"PPAN",5.70109328303306,4.88352485278746,1.16741359057054,0.0156942952060346,100,0.8,16.7754570626309,1,"I-BET"
"PTGER4",3.69853665760344,1.69501541960585,2.18200767664019,0.0156942952060346,23.4725274725275,0.8,34.9191416535163,1,"I-BET"
"RANBP1",8.63864016366855,8.16620269694563,1.05785277248869,0.0156942952060346,26.8257456828885,0.8,0.917211556236363,1,"I-BET"
"SPARC",0.517647532979857,3.21842228177564,0.160838910391294,0.0192699336645599,6.46153846153846,0.8,78.9298103414034,1,"I-BET"
"PDK4",0.53766191862086,1.59420248209637,0.337260746146773,0.021091152623681,10.4175824175824,0.8,11.1652412637107,1,"I-BET"
"CDKN2B",3.28770980513009,0.754493224767307,4.35750739331563,0.0213975686969191,21.2307692307692,0.8,85.2956793345578,1,"I-BET"
"CSE1L",6.47762506640258,5.49827348029786,1.17811983882105,0.0215562667600163,56.0439560439561,0.8,33.7209467077317,1,"I-BET"
"DLGAP5",6.13886158378684,5.31550956751495,1.15489615921373,0.0215562667600163,10.4175824175824,0.8,6.76550115779086,1,"I-BET"
"F2R",3.64296190594776,1.82917530204606,1.9915870840115,0.0215562667600163,2.10989010989011,0.8,51.7070772320088,1,"I-BET"
"G3BP1",6.69492033497946,6.03052583068216,1.11017190257556,0.0215562667600163,2.10989010989011,0.8,6.54264508942727,1,"I-BET"
"KRT17",7.15579626299384,3.44676836673003,2.07608852746394,0.0215562667600163,0,0.8,54.5217649487806,1,"I-BET"
"CIT",2.75843390144794,2.09507562369924,1.31662736669019,0.029239238256099,23.4725274725275,0.8,6.18511962500084,1,"I-BET"
"CUL4A",6.44610135800499,5.78126799571895,1.11499784524405,0.029239238256099,9.0989010989011,0.8,0,1,"I-BET"
"DKC1",5.65259784847362,4.59882979879481,1.22913830165121,0.029239238256099,71.8681318681319,0.8,31.9569477114583,1,"I-BET"
"FARP1",4.80053856688861,3.47876199716252,1.37995602194235,0.029239238256099,6.26373626373627,0.8,9.61027395212211,1,"I-BET"
"FAS",3.63503621829517,2.68400096685729,1.35433491387727,0.029239238256099,8.7032967032967,0.8,9.09268364169368,1,"I-BET"
"FLNA",7.52604291878417,6.08862292387127,1.23608293909569,0.029239238256099,8.04395604395605,0.8,29.1881266340804,1,"I-BET"
"ILF3",4.99858155242216,4.25597416325339,1.1744858781288,0.029239238256099,29.9340659340659,0.8,12.6625233013405,1,"I-BET"
"PSMA7",8.27460182825363,7.42692597247368,1.11413549278957,0.029239238256099,70.4615384615385,0.8,20.0518073460237,1,"I-BET"
"RPL18",8.13368943090545,7.55552931498467,1.07652145757335,0.029239238256099,24.9230769230769,0.8,7.12154128703301,1,"I-BET"
"SQLE",5.08299361852037,4.22731005130189,1.20241798137209,0.029239238256099,24.6028257456829,0.8,15.6822977934367,1,"I-BET"
"VBP1",6.20857769096027,5.27362771040294,1.17728782384714,0.029239238256099,66.5934065934066,0.8,28.2802796491685,1,"I-BET"
"CADM1",0.329852022446017,1.76920039284758,0.186441300702579,0.0331689576920775,27.6923076923077,0.8,52.3837743426281,1,"I-BET"
"SPP1",1.24818450292467,4.50108252689521,0.277307624436215,0.0337356787556443,15.6923076923077,0.8,100,1,"I-BET"
"ABCC2",0.592367799701136,2.40675813790356,0.246126850210685,0.0384710615037608,8.7032967032967,0.8,53.2821831901678,1,"I-BET"
"GPR132",2.40850633563406,0.803985441495834,2.99570889138611,0.0384710615037608,18.3516483516484,0.8,52.5602279347787,1,"I-BET"
"BLCAP",4.89827814872262,4.04981985875309,1.2095051927151,0.039170166029984,18.1978021978022,0.8,12.7842554593727,1,"I-BET"
"CNN2",5.48811956562009,4.10035902233841,1.33844854455946,0.039170166029984,9.23076923076923,0.8,32.7344692087777,1,"I-BET"
"EPS8L2",4.47141766706622,3.14987986499401,1.41955181108938,0.039170166029984,3.95604395604396,0.8,15.4424959007665,1,"I-BET"
"ETFDH",2.73037131273853,3.46361310995589,0.788301471919682,0.039170166029984,6.46153846153846,0.8,7.65589253590489,1,"I-BET"
"JAG1",4.75554680405038,3.43688716811171,1.38367847748204,0.039170166029984,0,0.8,15.2239242936606,1,"I-BET"
"RNASEH2A",4.09293564598511,3.35810907241053,1.21882153251416,0.039170166029984,15.2087912087912,0.8,16.6872171628904,1,"I-BET"
"RPL36",7.2459802404399,6.05745124439348,1.1962094201165,0.039170166029984,3.16483516483516,0.8,24.9656804004532,1,"I-BET"
"RPL39",7.10833617138649,6.00493781599417,1.18374850651299,0.039170166029984,0,0.8,28.1633608185506,1,"I-BET"
"SMARCC1",5.06473789024828,4.38955187914985,1.15381661492726,0.039170166029984,14.1758241758242,0.8,9.49827581736925,1,"I-BET"
"SNRPB",7.14458290865128,6.33792760260611,1.12727430110017,0.039170166029984,8.17582417582418,0.8,6.89228182147851,1,"I-BET"
"VDR",2.76131337829339,1.79716836985513,1.53648006753868,0.039170166029984,10.5641025641026,0.8,27.6599523523925,1,"I-BET"
"YWHAH",6.65379768967063,5.89196517179421,1.12930024120364,0.039170166029984,35.0769230769231,0.8,6.98622189948398,1,"I-BET"
"CDKN2A",3.4894772671505,0.898147545764347,3.88519378982533,0.0408312056770376,27.032967032967,0.8,89.6841605237599,1,"I-BET"
"SRSF2",6.23336558972839,5.65576547497595,1.10212589565604,0.00457792235768561,32.5909090909091,0.8,22.9102251434562,0.4,"RO3306"
"DDX18",5.53562040399392,4.84579616690841,1.14235519062817,0.00653616117424268,86.4545454545455,0.8,39.4418175624762,0.4,"RO3306"
"EIF3B",7.25996618753832,6.44289746852661,1.12681696752169,0.00653616117424268,27.4415584415584,0.8,23.4917741983384,0.4,"RO3306"
"MAP2K3",3.882040429041,3.14035352659287,1.23617942889787,0.00653616117424268,12.8181818181818,0.8,18.0697329151045,0.4,"RO3306"
"CKS1B",4.74244914206719,3.65627028224859,1.29707291200327,0.00921779734705493,3.68181818181818,0.8,32.7143828915012,0.4,"RO3306"
"NUP98",3.97672324898342,3.31304190102645,1.20032386181151,0.00921779734705493,35.1136363636364,0.8,20.5613265381651,0.4,"RO3306"
"CDC20",5.91427013119292,5.14918375417552,1.14858401128081,0.0128412623372195,14.4090909090909,0.8,19.7441314866689,0.4,"RO3306"
"HSPE1",8.71035935345192,7.88893864709048,1.10412309476692,0.0128412623372195,70.2272727272728,0.8,34.2561086873496,0.4,"RO3306"
"NINJ1",3.39704145872469,2.03119651071627,1.67243368172525,0.0128412623372195,84.75,0.8,100,0.4,"RO3306"
"SRSF7",5.45592774698533,4.78029852258104,1.14133619923793,0.0128412623372195,13.9545454545455,0.8,17.9603310084536,0.4,"RO3306"
"UPF1",3.98910135181037,3.34330326208493,1.19316168444819,0.0128412623372195,19.9772727272727,0.8,17.2121428591288,0.4,"RO3306"
"BUB1",5.18756326418542,4.38383470559398,1.18333915682675,0.0176722763867224,74.0454545454546,0.8,16.7585438478268,0.4,"RO3306"
"CBX3",6.93280534506058,6.28896519240158,1.10237616729647,0.0176722763867224,19.0909090909091,0.8,13.6203237927167,0.4,"RO3306"
"CENPF",4.89487590030851,4.31593245240527,1.13414098906497,0.0176722763867224,18.2727272727273,0.8,19.854378885702,0.4,"RO3306"
"CKS2",7.3381434912612,6.15524521260657,1.19217727934412,0.0176722763867224,21.2272727272727,0.8,47.7336414288805,0.4,"RO3306"
"HNRNPA2B1",8.79120036793279,8.13246012919302,1.08100134870322,0.0176722763867224,13.0519480519481,0.8,17.1883707136485,0.4,"RO3306"
"HNRNPU",7.427982740222,6.80044275075753,1.09227928422669,0.0176722763867224,31.7727272727273,0.8,20.3360515314223,0.4,"RO3306"
"MRTO4",4.20444863746514,3.56590819491985,1.17906811046201,0.0176722763867224,76.9772727272727,0.8,33.1816541262779,0.4,"RO3306"
"PSMA2",5.17169456025666,4.35839229236203,1.18660602656625,0.0176722763867224,18.9545454545455,0.8,23.1465799825789,0.4,"RO3306"
"TARDBP",5.9857612136063,5.5914081584203,1.07052839714306,0.0176722763867224,27.7597402597403,0.8,22.7443620632329,0.4,"RO3306"
"CAD",2.77587068528153,2.44642943645171,1.13466206869536,0.024027671425442,70.1558441558442,0.8,17.3162611431839,0.4,"RO3306"
"FAM120A",4.92569805155608,4.48865179006045,1.09736693375579,0.024027671425442,17.0606060606061,0.8,2.77039156980453,0.4,"RO3306"
"IMP4",5.26591558829586,4.50695570903194,1.16839745678951,0.024027671425442,100,0.8,37.3784391120187,0.4,"RO3306"
"NCBP1",5.4985885434477,5.06397791684906,1.08582395771368,0.024027671425442,23.9415584415584,0.8,12.5508848259161,0.4,"RO3306"
"NEK2",4.13644904440009,3.55338852693858,1.16408577701011,0.024027671425442,13.2272727272727,0.8,0,0.4,"RO3306"
"AK2",5.03098341494808,4.49486251365937,1.11927414902224,0.0322773460947972,17.7987012987013,0.8,18.0807530393837,0.4,"RO3306"
"GOT2",5.17431187422815,4.45097972143817,1.16251077247242,0.0322773460947972,75.8030303030303,0.8,33.5428302992776,0.4,"RO3306"
"HDGF",7.2778451893615,6.90861962141442,1.05344418830103,0.0322773460947972,7.90909090909091,0.8,6.13904468223219,0.4,"RO3306"
"HUS1",2.83523093642918,2.20151927353046,1.28785197137178,0.0322773460947972,20.5,0.8,18.0344070282113,0.4,"RO3306"
"RACGAP1",4.8464990580931,4.01424324116327,1.20732570672241,0.0322773460947972,31.5,0.8,32.1122395487495,0.4,"RO3306"
"CBX1",7.03456915063527,6.15387478788545,1.14311216804144,0.0428436018280164,31.8409090909091,0.8,35.094182610463,0.4,"RO3306"
"FJX1",4.12723676533936,2.64822532529327,1.55849153994564,0.0428436018280164,24.1948051948052,0.8,64.9923573010719,0.4,"RO3306"
"HSPA8",8.913237375079,8.29985583094708,1.07390267453139,0.0428436018280164,7.45454545454546,0.8,22.732728869155,0.4,"RO3306"
"ILF2",7.11279720963518,6.75156691365432,1.05350317942496,0.0428436018280164,85.8571428571429,0.8,13.1538248147206,0.4,"RO3306"
"MMS22L",1.82468464432536,1.47537096110478,1.23676329033818,0.0428436018280164,63.1818181818182,0.8,9.27429361934059,0.4,"RO3306"
"NCL",9.08183561101887,8.40390361182959,1.08066870236767,0.0428436018280164,20.0454545454546,0.8,29.225311832135,0.4,"RO3306"
"PTGES3",7.98639410813661,7.41904358744988,1.07647219132753,0.0428436018280164,17.9415584415584,0.8,25.9820756359876,0.4,"RO3306"
"SFPQ",7.12982382242079,6.57589194157575,1.08423676753914,0.0428436018280164,33.6071428571429,0.8,18.6058135926629,0.4,"RO3306"
"SSB",8.51685699475492,8.11162688485602,1.04995669988907,0.0428436018280164,38.1818181818182,0.8,8.84908370214841,0.4,"RO3306"
"SUPV3L1",3.57011036881535,2.56948242953612,1.38942781930596,0.0428436018280164,0,0.8,41.5319020749442,0.4,"RO3306"
"BIRC5",4.17587662518307,5.22276072575457,0.799553501386905,0.00500048998333321,28,0.888888888888889,21.8215281211317,0.888888888888889,"BYL719"
"CUL1",3.43280624907724,5.11602774078361,0.670990546378751,0.00500048998333321,22.6666666666667,0.888888888888889,36.8158281656071,0.888888888888889,"BYL719"
"IPO7",4.97456721340107,5.7096821323485,0.871251165667769,0.00500048998333321,33.3333333333333,0.888888888888889,8.02458127611452,0.888888888888889,"BYL719"
"NDUFC1",1.01113009287749,2.76074908626725,0.366252079157478,0.00500048998333321,0,0.888888888888889,51.9712548600622,0.888888888888889,"BYL719"
"PAICS",4.18535455983163,5.29514556951143,0.790413503252906,0.00500048998333321,36,0.888888888888889,15.2468511027521,0.888888888888889,"BYL719"
"PPA1",5.23558345558204,6.96506758519656,0.751691694522772,0.00500048998333321,22.6666666666667,0.888888888888889,38.6018523626616,0.888888888888889,"BYL719"
"PWP1",4.60886778195278,5.66003177039191,0.814283023297174,0.00500048998333321,0,0.888888888888889,20.5879102238846,0.888888888888889,"BYL719"
"SLC7A1",3.1626376213843,4.19883481937251,0.753217918169246,0.00500048998333321,28,0.888888888888889,16.1766189009423,0.888888888888889,"BYL719"
"SMC3",3.88703455224331,5.1990982739874,0.747636291410624,0.00500048998333321,40,0.888888888888889,24.4464839517796,0.888888888888889,"BYL719"
"SNN",4.65256893286703,3.8337513454363,1.21358129770348,0.00500048998333321,54.6666666666666,0.888888888888889,10.5461681573374,0.888888888888889,"BYL719"
"SRPK1",4.29108742114754,5.13270188768297,0.836028959999592,0.00500048998333321,33.3333333333333,0.888888888888889,20.8532436671478,0.888888888888889,"BYL719"
"SYNCRIP",4.35403282344141,5.3222430491397,0.818082297865974,0.00500048998333321,33.3333333333333,0.888888888888889,10.2748743116984,0.888888888888889,"BYL719"
"UTP20",2.75822836085382,3.41456121682852,0.80778412970311,0.00500048998333321,12,0.888888888888889,11.4232005471829,0.888888888888889,"BYL719"
"VDAC3",6.208244848979,7.26762301254099,0.854233198153794,0.00500048998333321,46.6666666666667,0.888888888888889,33.7341714274366,0.888888888888889,"BYL719"
"BRCA1",2.63944600979846,3.56419462102688,0.740544860885853,0.00744080080823416,0,0.888888888888889,23.1121441455485,0.888888888888889,"BYL719"
"CKAP5",3.98310074171751,4.87443067876563,0.817141734945375,0.00744080080823416,40,0.888888888888889,16.6227607125252,0.888888888888889,"BYL719"
"EZH2",3.91386017960633,5.33095091125206,0.73417674346716,0.00744080080823416,44,0.888888888888889,34.8021983812179,0.888888888888889,"BYL719"
"FHL2",5.32116020611386,3.88378201964714,1.37009754388773,0.00744080080823416,17.3333333333333,0.888888888888889,32.6669051969825,0.888888888888889,"BYL719"
"KIF20B",2.5761704042554,3.95676302815068,0.651080286063899,0.00744080080823416,56,0.888888888888889,21.8755430694167,0.888888888888889,"BYL719"
"LRPPRC",4.45673988955604,5.66231542267974,0.787087888411355,0.00744080080823416,24,0.888888888888889,19.631123716037,0.888888888888889,"BYL719"
"MAD2L1",4.72904994733099,6.26861998583884,0.754400483362235,0.00744080080823416,70.6666666666667,0.888888888888889,23.4120711530578,0.888888888888889,"BYL719"
"MCM3",4.64925188225537,5.69934315945423,0.815752228314777,0.00744080080823416,24,0.888888888888889,31.9389756488851,0.888888888888889,"BYL719"
"PPRC1",1.54895501620062,2.45187069985774,0.631744168357039,0.00744080080823416,10.6666666666667,0.888888888888889,28.0337422379336,0.888888888888889,"BYL719"
"SDHC",2.70176887900245,3.48922363579966,0.774318060694684,0.00744080080823416,42.6666666666667,0.888888888888889,27.2789514319931,0.888888888888889,"BYL719"
"SSBP1",6.10694703328593,7.225478167214,0.845196247494946,0.00744080080823416,53.3333333333333,0.888888888888889,27.0150448439781,0.888888888888889,"BYL719"
"VDAC2",5.47716969459593,6.45026043659385,0.84913930971262,0.00744080080823416,25.3333333333333,0.888888888888889,7.29350349654702,0.888888888888889,"BYL719"
"SLC6A14",3.88851308733754,1.21861941220271,3.19091674430893,0.0106179509962719,33.3333333333333,0.888888888888889,63.8029652095796,0.888888888888889,"BYL719"
"ARHGDIA",5.93955563480014,6.67780516499967,0.88944727916458,0.0109000866813289,54.6666666666666,0.888888888888889,19.1423625999837,0.888888888888889,"BYL719"
"DDX21",5.40278479159161,6.64359879498191,0.813231647231991,0.0109000866813289,6.66666666666667,0.888888888888889,15.5365598358841,0.888888888888889,"BYL719"
"EEF1B2",5.93177863537149,8.104476895776,0.731913818949018,0.0109000866813289,12,0.888888888888889,65.9268837092006,0.888888888888889,"BYL719"
"GMPS",5.19188954406471,5.93360451274587,0.874997572371416,0.0109000866813289,0,0.888888888888889,14.0083843870233,0.888888888888889,"BYL719"
"HNRNPC",6.59864170399464,7.26730751905417,0.907989883006003,0.0109000866813289,34.6666666666667,0.888888888888889,10.9350064127523,0.888888888888889,"BYL719"
"HSPD1",7.56504364525631,8.48722640316505,0.891344626135478,0.0109000866813289,33.3333333333333,0.888888888888889,18.793473161366,0.888888888888889,"BYL719"
"IDE",2.35238707594482,3.40445019179113,0.690974149546065,0.0109000866813289,12,0.888888888888889,13.3037987689122,0.888888888888889,"BYL719"
"KPNA2",6.3184559985689,7.10526931363715,0.889263407150786,0.0109000866813289,12,0.888888888888889,11.4233311160039,0.888888888888889,"BYL719"
"LTA4H",3.56767339560269,5.12673339867096,0.695896025435528,0.0109000866813289,34.6666666666667,0.888888888888889,33.4589277513487,0.888888888888889,"BYL719"
"METAP1",4.05648176802095,4.98630088999926,0.813525268031219,0.0109000866813289,34.6666666666667,0.888888888888889,21.8011126295911,0.888888888888889,"BYL719"
"NCL",7.99575618689319,9.04536231121685,0.883961958823686,0.0109000866813289,17.3333333333333,0.888888888888889,18.3864659589483,0.888888888888889,"BYL719"
"NOLC1",4.44764152239467,5.82009537414305,0.76418705132466,0.0109000866813289,34.6666666666667,0.888888888888889,27.7316035440922,0.888888888888889,"BYL719"
"NUP107",3.77904704438852,4.92145114885897,0.767872509567567,0.0109000866813289,6.66666666666667,0.888888888888889,26.2539774542853,0.888888888888889,"BYL719"
"NUP205",3.07431163116479,4.15313884795979,0.740238105132226,0.0109000866813289,42.6666666666667,0.888888888888889,31.204009764234,0.888888888888889,"BYL719"
"PCM1",3.23145599645221,4.10776254993408,0.786670591878314,0.0109000866813289,0,0.888888888888889,10.1013706674934,0.888888888888889,"BYL719"
"PPM1G",5.50765312719134,6.70998220643207,0.820814863251321,0.0109000866813289,34.6666666666667,0.888888888888889,24.4540127128965,0.888888888888889,"BYL719"
"PPP4R2",5.30399372363466,5.98016054629965,0.886931660541559,0.0109000866813289,10.6666666666667,0.888888888888889,7.74251016071353,0.888888888888889,"BYL719"
"PSPH",2.23555133213423,3.39013864684363,0.65942770046164,0.0109000866813289,45.3333333333333,0.888888888888889,23.45719158296,0.888888888888889,"BYL719"
"RAN",7.58940891841888,8.53568870959665,0.88913843705267,0.0109000866813289,34.6666666666667,0.888888888888889,14.2907217290268,0.888888888888889,"BYL719"
"RPLP0",7.05564319835747,7.98158099777149,0.883990678078372,0.0109000866813289,32,0.888888888888889,19.3926427632406,0.888888888888889,"BYL719"
"RRM2",4.71342486634639,6.31025824854454,0.746946429242186,0.0109000866813289,33.3333333333333,0.888888888888889,27.9641209617502,0.888888888888889,"BYL719"
"SET",7.4820807989979,8.48369160131541,0.881936915037999,0.0109000866813289,72,0.888888888888889,21.3591765874717,0.888888888888889,"BYL719"
"SNRPA1",4.37821255988458,5.56525830994103,0.78670428505788,0.0109000866813289,29.3333333333333,0.888888888888889,7.12065103188371,0.888888888888889,"BYL719"
"SNRPD1",3.54045594832173,4.9959203902623,0.708669408588363,0.0109000866813289,30.6666666666667,0.888888888888889,20.9867439799758,0.888888888888889,"BYL719"
"SNRPG",5.67503523367966,7.17347458695653,0.791113868863289,0.0109000866813289,28,0.888888888888889,21.2310531987898,0.888888888888889,"BYL719"
"TMPO",5.38882775130041,6.34007926179552,0.849962205326481,0.0109000866813289,10.6666666666667,0.888888888888889,17.4247375128288,0.888888888888889,"BYL719"
"TOMM40",4.45035595764162,5.75572957073944,0.773204491793015,0.0109000866813289,10.6666666666667,0.888888888888889,48.5631529287306,0.888888888888889,"BYL719"
"TUBGCP2",6.77870517736485,7.9062834645253,0.857382006068998,0.0109000866813289,44,0.888888888888889,27.0576622796506,0.888888888888889,"BYL719"
"GSG1",0.205846282957434,1.03492290786403,0.19890011264924,0.0153505998069305,0,0.888888888888889,12.9562908812949,0.888888888888889,"BYL719"
"ABCF2",2.48483832141929,3.32844388990291,0.74654655557128,0.0157210681477968,48,0.888888888888889,22.5726299806701,0.888888888888889,"BYL719"
"ANP32E",5.815811675398,6.84099640117738,0.850141022497404,0.0157210681477968,18.6666666666667,0.888888888888889,18.8139350932713,0.888888888888889,"BYL719"
"C1QBP",6.84673585765781,7.92931181233272,0.863471637854985,0.0157210681477968,0,0.888888888888889,9.30769957807315,0.888888888888889,"BYL719"
"CDC6",4.36359853630367,4.98876307997918,0.874685461375304,0.0157210681477968,0,0.888888888888889,14.2277770465192,0.888888888888889,"BYL719"
"CENPE",2.16314256074817,2.88145968825753,0.750710679577913,0.0157210681477968,29.3333333333333,0.888888888888889,12.4686740077487,0.888888888888889,"BYL719"
"ECHS1",3.39042332159405,4.71130355113073,0.719635931923838,0.0157210681477968,40,0.888888888888889,33.7218026400575,0.888888888888889,"BYL719"
"GLO1",6.02456682555679,6.96695450335291,0.864734630125317,0.0157210681477968,28,0.888888888888889,14.7045977948249,0.888888888888889,"BYL719"
"HDAC2",4.12005525703807,4.93664013713434,0.834586913890326,0.0157210681477968,44,0.888888888888889,16.1721828237752,0.888888888888889,"BYL719"
"HMGB2",5.69674299686163,7.11170126347025,0.801038005648993,0.0157210681477968,68,0.888888888888889,27.3640162423855,0.888888888888889,"BYL719"
"KIF11",3.55319888101904,4.80468430155972,0.739528064282098,0.0157210681477968,42.6666666666667,0.888888888888889,18.3576424409776,0.888888888888889,"BYL719"
"MPHOSPH10",4.35392396531688,5.23279142752081,0.832046150820821,0.0157210681477968,0,0.888888888888889,6.52165593088099,0.888888888888889,"BYL719"
"MYBL2",3.05448974876241,4.53411355162467,0.673668560344706,0.0157210681477968,58.6666666666667,0.888888888888889,45.913206098756,0.888888888888889,"BYL719"
"NCAPH",2.08050156206726,3.03967451872099,0.68444879517649,0.0157210681477968,34.6666666666667,0.888888888888889,26.4923987857452,0.888888888888889,"BYL719"
"NME1",5.55402154949426,6.76684012869358,0.820770321725708,0.0157210681477968,30.6666666666667,0.888888888888889,38.4683073485619,0.888888888888889,"BYL719"
"PRDX3",3.37003913388255,4.73112417272202,0.712312552123024,0.0157210681477968,22.6666666666667,0.888888888888889,18.7137890177882,0.888888888888889,"BYL719"
"PRKAR2A",3.63840862640958,4.56812960210284,0.796476664045327,0.0157210681477968,29.3333333333333,0.888888888888889,16.0296539000153,0.888888888888889,"BYL719"
"PRKDC",4.21573922187238,5.12331582141798,0.822853669150849,0.0157210681477968,58.6666666666667,0.888888888888889,22.4001447817984,0.888888888888889,"BYL719"
"PTGES3",7.0404771746788,7.96932266168426,0.883447373580284,0.0157210681477968,22.6666666666667,0.888888888888889,20.8539755907791,0.888888888888889,"BYL719"
"SLC25A3",5.5673497836305,6.36467060194798,0.874727088299989,0.0157210681477968,33.3333333333333,0.888888888888889,13.0767560475911,0.888888888888889,"BYL719"
"SRSF1",5.33610924658089,5.93109690048104,0.899683369892018,0.0157210681477968,17.3333333333333,0.888888888888889,6.4051050178433,0.888888888888889,"BYL719"
"TOP2A",5.95891116359313,7.01658305894073,0.849261116634273,0.0157210681477968,22.6666666666667,0.888888888888889,16.7849514637808,0.888888888888889,"BYL719"
"VLDLR",3.78283973193825,3.02102453483422,1.25217113873782,0.0157210681477968,17.3333333333333,0.888888888888889,18.7085287640309,0.888888888888889,"BYL719"
"YWHAE",7.56459404452742,8.46018229681016,0.894140785521796,0.0157210681477968,29.3333333333333,0.888888888888889,11.7727951561995,0.888888888888889,"BYL719"
"PRSS36",1.41249722219411,0.436476978582811,3.23613223950624,0.0199814986976791,10.6666666666667,0.888888888888889,4.24825015659078,0.888888888888889,"BYL719"
"ABCE1",6.30670897745705,7.00150850661916,0.900764309790489,0.0223263625337397,44,0.888888888888889,17.3998183815854,0.888888888888889,"BYL719"
"ACAT1",3.44154994066745,5.31881215482536,0.647052356896114,0.0223263625337397,29.3333333333333,0.888888888888889,43.0151400524902,0.888888888888889,"BYL719"
"BUB3",5.31752202915543,6.06734652514694,0.876416404950045,0.0223263625337397,66.6666666666666,0.888888888888889,8.29038034078149,0.888888888888889,"BYL719"
"CCT2",5.52539411274858,6.24680504448315,0.884515215922789,0.0223263625337397,72,0.888888888888889,10.2723316164209,0.888888888888889,"BYL719"
"CCT4",5.31858911008772,6.4335946982803,0.826690110197551,0.0223263625337397,18.6666666666667,0.888888888888889,8.82608905431441,0.888888888888889,"BYL719"
"CEBPB",5.81566134094567,5.07144547074731,1.14674630230988,0.0223263625337397,44,0.888888888888889,31.8646841643422,0.888888888888889,"BYL719"
"CLNS1A",5.00110976359364,6.18803696536421,0.808190027239001,0.0223263625337397,0,0.888888888888889,6.58357156236248,0.888888888888889,"BYL719"
"DBP",3.36710338377428,2.31080574516378,1.45711226087316,0.0223263625337397,57.3333333333333,0.888888888888889,44.0577597420927,0.888888888888889,"BYL719"
"DHX15",5.14918713477503,5.95649760619963,0.86446557611568,0.0223263625337397,38.6666666666667,0.888888888888889,13.5016412429902,0.888888888888889,"BYL719"
"EFEMP1",7.27870986733658,3.33408207276316,2.18312258321351,0.0223263625337397,100,0.888888888888889,100,0.888888888888889,"BYL719"
"EIF1AX",5.26575760295203,6.25030277504141,0.842480403346083,0.0223263625337397,22.6666666666667,0.888888888888889,14.555459160461,0.888888888888889,"BYL719"
"ERP29",6.48468783420609,7.24650236152425,0.894871416676401,0.0223263625337397,21.3333333333333,0.888888888888889,21.3127900903054,0.888888888888889,"BYL719"
"HNRNPA1",8.02827911703385,8.94563699571841,0.897451922191385,0.0223263625337397,0,0.888888888888889,13.2076616139865,0.888888888888889,"BYL719"
"HNRNPA2B1",8.00019360530169,8.65964085696424,0.923848198492873,0.0223263625337397,24,0.888888888888889,8.67491979997062,0.888888888888889,"BYL719"
"HSP90AB1",8.82379285916494,9.78111855062616,0.902125131547461,0.0223263625337397,34.6666666666667,0.888888888888889,22.5038180819056,0.888888888888889,"BYL719"
"HSPE1",7.59093170963065,8.59470168352056,0.883210609180941,0.0223263625337397,13.3333333333333,0.888888888888889,20.6505118124831,0.888888888888889,"BYL719"
"IPO4",3.06403844903883,3.70171439322796,0.8277349691387,0.0223263625337397,0,0.888888888888889,8.11079958763442,0.888888888888889,"BYL719"
"LYAR",4.53546914540695,5.70691298227105,0.794732486634495,0.0223263625337397,45.3333333333333,0.888888888888889,21.0761413364122,0.888888888888889,"BYL719"
"MCM4",3.55730875481648,4.84911288554687,0.733599905545463,0.0223263625337397,54.6666666666666,0.888888888888889,36.0742917747591,0.888888888888889,"BYL719"
"MRPS22",7.64937676089322,8.28809589719701,0.922935358829547,0.0223263625337397,45.3333333333333,0.888888888888889,23.3880812341036,0.888888888888889,"BYL719"
"NAP1L1",6.68022059938361,7.33028383374133,0.911318135954644,0.0223263625337397,17.3333333333333,0.888888888888889,17.9029863791802,0.888888888888889,"BYL719"
